site_id,site_name,latitude,longitude,altitude,country,municipality,area_classification,station_type,timezone,established_date,closed_date,network,network_code
TR330713,MERSIN-TASUCU,36.30296,33.91814,3.0,Türkiye,MERSIN,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR330841,MERSİN-YENİŞEHİR,36.7737,34.55799,14.0,Türkiye,MERSİN,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340141,ISTANBUL-BASAKSEHIR-MTHM,41.09552,28.78986,142.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340241,ISTANBUL-ESENYURT-MTHM,41.02028,28.66955,36.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340341,ISTANBUL-KAGITHANE-MTHM,41.09233,28.97478,91.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340411,ISTANBUL-KANDILLI-MTHM,41.0746,29.05899,9.0,Türkiye,ISTANBUL,rural,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340531,ISTANBUL-MECIDIYEKOY-MTHM,41.06596,28.99446,120.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340611,ISTANBUL-SILIVRI-MTHM,41.07318,28.25554,35.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340741,ISTANBUL-SULTANBEYLI-MTHM,40.98447,29.26881,128.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340841,ISTANBUL-SULTANGAZI-MTHM,41.10197,28.87202,128.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR340913,ISTANBUL-SILE-MTHM,41.17046,29.56336,68.0,Türkiye,ISTANBUL,rural,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR341031,ISTANBUL-SIRINEVLER-MTHM,41.00245,28.83866,33.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR341131,ISTANBUL-UMRANIYE-MTHM,41.02442,29.09973,151.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR341231,ISTANBUL-USKUDAR-MTHM,41.02705,29.02489,44.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR341713,ISTANBUL-BUYUKADA,40.85787,29.12099,61.0,Türkiye,ISTANBUL,rural,background,UTC+03,09/10/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR341931,ISTANBUL-GOZTEPE,40.99431,29.06945,17.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,22/04/2014 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR342141,ISTANBUL-KAGITHANE,41.08773,28.98277,11.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,23/05/2014 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR342213,ISTANBUL-KANDILLI,41.06306,29.06445,133.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,06/02/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR342841,ISTANBUL-AVCILAR,40.98729,28.72956,73.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR342931,ISTANBUL-CATLADIKAPI,41.0025,28.97528,7.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343041,ISTANBUL-KUMKOY,41.25112,29.03828,5.0,Türkiye,,rural,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343131,ISTANBUL-MASLAK,41.10132,29.02449,68.0,Türkiye,ISTANBUL,urban-centre,traffic,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343241,ISTANBUL-SELIMIYE,41.00382,29.02691,17.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343611,ISTANBUL-ARNAVUTKOY,41.2209,28.7075,139.0,Türkiye,,urban-periphery,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343741,ISTANBUL-BAGCILAR,41.0327,28.8429,54.0,Türkiye,ISTANBUL,urban-centre,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343841,ISTANBUL-SANCAKTEPE,41.0032,29.2259,112.0,Türkiye,,urban-centre,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR343941,ISTANBUL-TUZLA,40.8431,29.3026,10.0,Türkiye,,urban-centre,background,UTC+03,01/01/2019 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR350213,IZMIR-SEFERIHISAR,38.20344,26.83285,35.0,Türkiye,,rural,background,UTC+03,28/02/2007 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351021,IZMIR-ALIAGA,38.79425,26.9648,19.0,Türkiye,IZMIR,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351122,IZMIR-ALIAGA-BOZKOY,38.72233,26.96566,142.0,Türkiye,IZMIR-ALIAGA,urban-periphery,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351221,IZMIR-BORNOVA-UHKIA,38.45374,27.23257,35.0,Türkiye,IZMIR-BORNOVA,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351313,IZMIR-CESME,38.37055,26.31424,11.0,Türkiye,IZMIR,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351441,IZMIR-KARABAGLAR,38.3814,27.10526,95.0,Türkiye,IZMIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351513,IZMIR-KARABURUN,38.6246,26.53145,9.0,Türkiye,IZMIR,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351631,IZMIR-KARSIYAKA-UHKIA,38.46261,27.11511,8.0,Türkiye,IZMIR-KARSIYAKA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351721,IZMIR-KEMALPASA,38.43072,27.41267,186.0,Türkiye,IZMIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351831,IZMIR-KONAK,38.42423,27.13877,6.0,Türkiye,IZMIR,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR351941,IZMIR-MENEMEN,38.61005,27.07831,13.0,Türkiye,IZMIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR352041,IZMIR-ODEMIS,38.22695,27.97062,130.0,Türkiye,IZMIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR352141,IZMIR-TORBALI,38.14547,27.36288,27.0,Türkiye,IZMIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR352222,IZMIR-YENIFOCA,38.74462,26.83205,4.0,Türkiye,IZMIR,urban-periphery,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR360231,KARS-TRAFİK,40.60096,43.09682,1757.0,Türkiye,KARS,urban-centre,traffic,UTC+03,19/02/2016 15:00:00,,Turkey Air Quality Network,NET-TR001A
TR370213,KASTAMONU-AZDAVAY,41.68208,33.49359,1224.0,Türkiye,,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR380431,KAYSERİ-TRAFİK,38.7173,35.48689,1063.0,Türkiye,KAYSERİ,urban-centre,traffic,UTC+03,10/01/2019 19:00:00,,Turkey Air Quality Network,NET-TR001A
TR380541,KAYSERI-KOCASINAN,38.7446,35.48192,1050.0,Türkiye,KAYSERI,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR380641,KAYSERI-TALAS,38.69895,35.55344,1115.0,Türkiye,KAYSERI,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR390213,KIRKLARELI-VIZE,41.56345,27.7775,149.0,Türkiye,,rural,background,UTC+03,06/06/2006 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR390313,KIRKLARELI-LIMANKOY-MTHM,41.88515,28.05599,28.0,Türkiye,,rural,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR390441,KIRKLARELI-LULEBURGAZ-MTHM,41.39841,27.34588,56.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR410641,KOCAELI-ALIKAHYA-MTHM,40.77101,30.0077,8.0,Türkiye,KOCAELI,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR410741,KOCAELI-GOLCUK-MTHM,40.72597,29.79463,3.0,Türkiye,KOCAELI,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR410831,KOCAELI-IZMIT-MTHM,40.76811,29.93812,17.0,Türkiye,KOCAELI,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR410913,KOCAELI-KANDIRA-MTHM,41.13075,30.00658,33.0,Türkiye,KOCAELI,rural,background,UTC+03,23/05/2014 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR411021,KOCAELI-KORFEZ-MTHM,40.74604,29.7888,4.0,Türkiye,KOCAELI,urban-centre,industrial,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR411122,KOCAELI-YENIKOY-MTHM,40.70417,29.88448,25.0,Türkiye,KOCAELI,urban-centre,industrial,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR411241,KOCAELİ GEBZE MTHM,40.81083,29.43655,161.0,Türkiye,,urban-centre,background,UTC+03,14/11/2017 16:00:00,,Turkey Air Quality Network,NET-TR001A
TR411322,KOCAELİ GEBZE OSB MTHM,40.84579,29.42514,258.0,Türkiye,,urban-periphery,industrial,UTC+03,11/11/2018 21:00:00,,Turkey Air Quality Network,NET-TR001A
TR420341,KONYA-KARATAY BLD,37.86819,32.51631,1014.0,Türkiye,KONYA,urban-centre,background,UTC+03,05/09/2014 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR420441,KONYA-SELCUKLU BLD,37.9159,32.50016,1021.0,Türkiye,KONYA,urban-centre,background,UTC+03,05/09/2014 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR420641,KONYA-AKSEHIR,38.35565,31.42027,1027.0,Türkiye,KONYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR420741,KONYA-EREGLI,37.51218,34.04391,1050.0,Türkiye,KONYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR420831,KONYA-TRAFIK,37.88828,32.49365,1016.0,Türkiye,KONYA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR420921,KONYA-KARATAY-SUNAY PARK,37.84448,32.51334,1016.0,Türkiye,KONYA-KARATAY,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR421113,KONYA-SARAYONU,38.49413,32.45754,1031.0,Türkiye,KONYA,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR421341,KONYA-KARKENT,37.89979,32.52887,1007.0,Türkiye,KONYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR430131,KUTAHYA-ATATÜRK BULVARI,39.42355,29.98881,942.0,Türkiye,KUTAHYA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR430241,KUTAHYA-HAYMENANA CAD.,39.41196,30.00848,934.0,Türkiye,KUTAHYA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR430341,KÜTAHYA KENTPARK,39.42804,29.96971,935.0,Türkiye,KÜTAHYA,urban-centre,background,UTC+03,01/01/2018 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR430441,KUTAHYA-TAVSANLI,39.54215,29.49241,838.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450341,MANISA-AKHISAR,38.92639,27.84023,105.0,Türkiye,MANISA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450413,MANISA-ALASEHIR,38.43789,28.51674,191.0,Türkiye,MANISA,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450522,MANISA-KIRKAGAC,39.08393,27.79411,217.0,Türkiye,MANISA,urban-periphery,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450641,MANISA-SALIHLI,38.48153,28.15994,113.0,Türkiye,MANISA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450741,MANISA-TURGUTLU,38.50016,27.70904,81.0,Türkiye,MANISA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450831,MANISA-ULUPARK,38.61296,27.42649,64.0,Türkiye,MANISA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR450921,MANISA-YUNUSEMRE,38.6272,27.38608,68.0,Türkiye,MANISA,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR460331,KAHRAMANMARAS-KENT MEYDANI,37.58243,36.92601,554.0,Türkiye,KAHRAMANMARAS,urban-centre,traffic,UTC+03,30/04/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR460441,KAHRAMANMARAS-DULKADIROGLU,37.56874,36.95031,545.0,Türkiye,KAHRAMANMARAS,urban-centre,background,UTC+03,30/04/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR460541,KAHRAMANMARAŞ-ONİKİŞUBAT,37.58506,36.89861,688.0,Türkiye,KAHRAMANMARAŞ,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR480313,MUGLA-DATCA,36.77537,27.96003,501.0,Türkiye,MUGLA,rural,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR480441,MUGLA-FETHIYE,36.6266,29.12879,11.0,Türkiye,MUGLA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR480521,MUGLA-MILAS,37.31155,27.78259,57.0,Türkiye,MUGLA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR480622,MUGLA-MILAS OREN,37.03111,27.97173,3.0,Türkiye,MUGLA,urban-periphery,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR480731,MUGLA-TRAFIK,37.21141,28.36686,652.0,Türkiye,MUGLA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR480841,MUGLA-YATAGAN,37.34309,28.147,401.0,Türkiye,MUGLA,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR500241,NEVSEHIR-AVANOS,38.71616,34.84731,927.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR500341,NEVSEHIR,38.6232,34.7014,1211.0,Türkiye,NEVŞEHIR,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR510241,NIGDE-BOR,37.88729,34.5539,1107.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR510341,NIGDE ,37.96839,34.68557,1222.0,Türkiye,NİĞDE,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR520241,ORDU-FATSA,41.02713,37.50005,20.0,Türkiye,,urban-centre,background,UTC+03,21/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR520341,ORDU-KARSIYAKA,40.97375,37.90752,12.0,Türkiye,ORDU,urban-centre,background,UTC+03,01/02/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR520441,ORDU-UNYE,41.12144,37.28027,12.0,Türkiye,,urban-centre,background,UTC+03,21/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR530213,RİZE-ARDEŞEN,41.12737,41.04758,482.0,Türkiye,,rural,background,UTC+03,17/01/2016 23:00:00,,Turkey Air Quality Network,NET-TR001A
TR540231,SAKARYA-MERKEZ-MTHM,40.7693,30.4099,32.0,Türkiye,SAKARYA,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR540331,SAKARYA-OZANLAR-MTHM,40.79072,30.39692,32.0,Türkiye,SAKARYA,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR540422,SAKARYA HENDEK OSB MTHM,40.75497,30.65023,29.0,Türkiye,,urban-periphery,industrial,UTC+03,08/11/2017 12:00:00,,Turkey Air Quality Network,NET-TR001A
TR550241,SAMSUN-ATAKUM,41.32538,36.29659,14.0,Türkiye,SAMSUN,urban-centre,background,UTC+03,22/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR550341,SAMSUN-BAFRA,41.56245,35.90741,28.0,Türkiye,,urban-centre,background,UTC+03,22/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR550441,SAMSUN-CANIK,41.26321,36.35236,31.0,Türkiye,,urban-centre,background,UTC+03,22/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR550631,SAMSUN-YUZUNCUYIL,41.28746,36.32924,40.0,Türkiye,SAMSUN,urban-centre,traffic,UTC+03,11/08/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR570241,SINOP-BOYABAT,41.46121,34.77701,341.0,Türkiye,,urban-centre,background,UTC+03,04/06/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR570313,SINOP-ERFELEK,42.07376,34.99564,61.0,Türkiye,,rural,background,UTC+03,27/02/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR580141,SIVAS-BASOGRETMEN,39.74872,37.02565,1278.0,Türkiye,SIVAS,urban-centre,background,UTC+03,13/06/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR580231,SIVAS-ISTASYONKAVSAGI,39.74729,37.01315,1296.0,Türkiye,SIVAS,urban-centre,traffic,UTC+03,13/06/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR590231,TEKIRDAG-MERKEZ-MTHM,40.97727,27.50324,41.0,Türkiye,TEKIRDAG,urban-centre,traffic,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR590341,TEKIRDAG-CERKEZKOY-MTHM,41.31835,27.98018,199.0,Türkiye,,urban-centre,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR590441,TEKİRDAĞ ÇORLU MTHM,41.15604,27.81114,177.0,Türkiye,,urban-centre,background,UTC+03,08/11/2017 12:00:00,,Turkey Air Quality Network,NET-TR001A
TR590522,TEKİRDAĞ ÇORLU OSB MTHM,41.1807,27.81541,137.0,Türkiye,,urban-periphery,industrial,UTC+03,08/11/2017 12:00:00,,Turkey Air Quality Network,NET-TR001A
TR600241,TOKAT-ERBAA,40.67178,36.56163,246.0,Türkiye,,urban-centre,background,UTC+03,20/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR600331,TOKAT-MEYDAN,40.31866,36.5521,623.0,Türkiye,TOKAT,urban-centre,traffic,UTC+03,02/08/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR600441,TOKAT-TURHAL,40.3856,36.08279,539.0,Türkiye,,urban-centre,background,UTC+03,28/01/2015 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR610341,TRABZON-AKÇAABAT,41.01434,39.59232,34.0,Türkiye,,urban-centre,background,UTC+03,01/02/2016 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR610431,TRABZON-BEŞİRLİ,40.9945,39.66789,42.0,Türkiye,TRABZON,urban-centre,traffic,UTC+03,29/01/2016 09:00:00,,Turkey Air Quality Network,NET-TR001A
TR610541,TRABZON-FATİH,40.99917,39.69309,41.0,Türkiye,TRABZON,urban-centre,background,UTC+03,02/02/2016 20:00:00,,Turkey Air Quality Network,NET-TR001A
TR610613,TRABZON-UZUNGÖL,40.61735,40.29806,1172.0,Türkiye,,rural,background,UTC+03,16/04/2016 03:00:00,,Turkey Air Quality Network,NET-TR001A
TR640231,UŞAK-TRAFIK,38.67328,29.40616,909.0,Türkiye,,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR640341,UŞAK,38.66413,29.40406,918.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR660241,YOZGAT-SORGUN,39.80696,35.18138,1079.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR670241,ZONGULDAK-CAYCUMA,41.4212,32.08301,24.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR670322,ZONGULDAK-KILIMLI,41.48523,31.83805,13.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR670441,ZONGULDAK-KOZLU,41.43507,31.74583,8.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR670541,ZONGULDAK-KRZ.EREGLI,41.27647,31.43342,50.0,Türkiye,,urban-centre,background,UTC+03,19/01/2016 19:00:00,,Turkey Air Quality Network,NET-TR001A
TR670831,ZONGULDAK-TRAFİK,41.45222,31.78719,7.0,Türkiye,ZONGULDAK,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR680241,AKSARAY,38.36448,34.02854,971.0,Türkiye,AKSARAY,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR700241,KARAMAN-ERMENEK,36.64054,32.88488,1292.0,Türkiye,,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR710231,KIRIKKALE-BULVARPARK,39.84427,33.49998,733.0,Türkiye,KUTAHYA,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR760213,IĞDIR-ARALIK,39.78684,44.62098,834.0,Türkiye,,rural,background,UTC+03,19/01/2016 19:00:00,,Turkey Air Quality Network,NET-TR001A
TR770212,YALOVA-ALTINOVA-MTHM,40.70058,29.50785,22.0,Türkiye,,urban-periphery,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR770313,YALOVA-ARMUTLU-MTHM,40.52935,28.78459,98.0,Türkiye,,rural,background,UTC+03,01/03/2013 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR780121,KARABUK-75.YIL,41.22984,32.66219,383.0,Türkiye,KARABUK,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR780341,KARABUK-SAFRANBOLU,41.25291,32.67364,538.0,Türkiye,KIRIKKALE,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR780521,KARABUK-TÖREN ALANI,41.19728,32.62352,280.0,Türkiye,KARABÜK,urban-centre,industrial,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR800241,OSMANIYE-KADIRLI,37.36888,36.09484,79.0,Türkiye,,urban-centre,background,UTC+03,01/03/2021 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR800341,OSMANİYE,37.08572,36.25437,117.0,Türkiye,OSMANİYE,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR810231,DUZCE-BELEDIYE,40.83862,31.16274,153.0,Türkiye,DUZCE,urban-centre,traffic,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
TR810341,DUZCE-BAHCESEHIR,40.86073,31.22865,233.0,Türkiye,DUZCE,urban-centre,background,UTC+03,01/01/2020 00:00:00,,Turkey Air Quality Network,NET-TR001A
UA0001,Kramatorsk,48.73146,37.60237,0.0,Ukraine,Kramatorsk,urban-periphery,background,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
UA0002,Mariupol - Metalurhiv Ave,47.11426,37.55627,0.0,Ukraine,Mariupol,urban-periphery,background,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
UA0003,Mariupol -  Peremohy Ave,47.10621,37.62797,0.0,Ukraine,Mariupol,urban-centre,industrial,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
UA0004,Mykolaivka,48.84406,37.78548,0.0,Ukraine,Mykolaivka,urban-periphery,background,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
UA0005,Bakhmut,47.9845,37.26495,0.0,Ukraine,Bakhmut,urban-centre,industrial,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
UA0006,Kurakhove,48.58378,38.00653,0.0,Ukraine,Kurakhove,urban-centre,background,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
UA0007,Novoluhanske,48.4369,38.17632,0.0,Ukraine,Novoluhanske,rural,background,utc+04,01/01/2017 00:00:00,,Donetsk Region,net_ua002
XK0001A,AQMS Prishtine - IHMK,42.64883,21.13711,573.0,Kosovo under UNSCR 1244/99,AQMS Prishtine - IHMK,urban-periphery,background,UTC+01,01/09/2009 00:00:00,,Air Quality Monitoring Network in Kosovo,NE-XK001A
XK0002A,AQMS Prishtine Rilindje,42.65964,21.15732,583.0,Kosovo under UNSCR 1244/99,AQMS Prishtine Rilindje,urban-centre,background,UTC+01,05/06/2010 00:00:00,,Air Quality Monitoring Network in Kosovo,NE-XK001A
XK0003A,Drenas-Municipality,42.62528,20.89105,580.0,Kosovo under UNSCR 1244/99,Drenas-Municipality,urban-centre,background,UTC+01,04/04/2010 00:00:00,,Air Quality Monitoring Network in Kosovo,NE-XK001A
