site_id,site_name,latitude,longitude,altitude,country,municipality,area_classification,station_type,timezone,established_date,closed_date,network,network_code
ES1989A,LARIO,43.0414,-5.0897,1140.0,Spain,BURÓN,rural,background,UTC,06/05/2010 00:00:00,,CCAA Castilla y León,NET_ES208A
ES1990A,EL MAILLO,40.56972,-6.22389,985.0,Spain,MAÍLLO (EL),rural,background,UTC,01/07/2010 00:00:00,,CCAA Castilla y León,NET_ES208A
ES1991A,MURIEL DE LA FUENTE,41.72361,-2.85694,1017.0,Spain,MURIEL DE LA FUENTE,rural,background,UTC,27/01/2010 00:00:00,,CCAA Castilla y León,NET_ES208A
ES1992A,BARCELONA (PALAU REIAL),41.3875,2.1151,81.0,Spain,BARCELONA,urban-centre,background,UTC,17/03/2011 00:00:00,,CCAA Cataluña,NET_ES209A
ES1993A,PARQUE JOYERO,37.87522,-4.81583,119.0,Spain,CÓRDOBA,urban-periphery,industrial,UTC,01/01/2010 00:00:00,,CCAA Andalucía,NET_ES201A
ES1994A,LA MISERICÒRDIA,39.57439,2.64761,15.0,Spain,PALMA DE MALLORCA,urban-centre,background,UTC,01/07/2010 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES1995A,SANT JOAN DE DÉU,39.54769,2.70111,2.0,Spain,PALMA DE MALLORCA,urban-centre,industrial,UTC,01/01/2011 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES1996A,BÉDAR,37.19299,-1.97908,380.0,Spain,BÉDAR,urban-periphery,background,UTC,10/02/2011 00:00:00,,CCAA Andalucía,NET_ES201A
ES1997A,PLASENCIA,40.04374,-6.08481,181.0,Spain,PLASENCIA,urban-periphery,background,UTC,01/01/2011 00:00:00,,CCAA Extremadura,NET_ES211A
ES1998A,CENTRO INTEGRADO ARGANZUELA,40.4025,-3.695,600.0,Spain,MADRID,urban-centre,background,UTC,01/01/2010 00:00:00,,Ayto Madrid,NET_ES131A
ES1999A,GIRONA (ESCOLA DE MÚSICA),41.9764,2.8165,73.0,Spain,GIRONA,urban-centre,traffic,UTC,19/05/2011 00:00:00,,CCAA Cataluña,NET_ES209A
ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,28.45795,-16.26333,68.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,industrial,UTC,15/12/2010 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2001A,CORTES DE PALLÁS,39.26083,-0.93444,493.0,Spain,CORTES DE PALLÁS,rural,background,UTC,14/07/2010 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2002A,TEFÍA-PUERTO DEL ROSARIO,28.52722,-14.00444,160.0,Spain,PUERTO DEL ROSARIO,rural,background,UTC,01/01/2026 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2003A,TENA ARTIGAS-STA CRUZ DE TENERIFE,28.45537,-16.27675,169.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,background,UTC,22/10/2010 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2004A,LA LOMA-TELDE,28.02632,-15.41466,115.0,Spain,TELDE,urban-centre,industrial,UTC,01/01/2011 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2005A,CEE,42.9536,-9.1861,29.0,Spain,CEE,urban-centre,industrial,UTC,30/06/2011 00:00:00,,CCAA Galicia,NET_ES212A
ES2006A,DUMBRIA,43.0089,-9.1189,198.0,Spain,DUMBRÍA,rural,industrial,UTC,30/06/2011 00:00:00,,CCAA Galicia,NET_ES212A
ES2007A,VALLE DE ESCOMBRERAS,37.5744,-0.92654,10.0,Spain,CARTAGENA,urban-periphery,industrial,UTC,31/12/2010 00:00:00,,CCAA Murcia,NET_ES214A
ES2010A,LA RUBIA II,41.63,-4.74056,683.0,Spain,VALLADOLID,urban-centre,traffic,UTC,01/04/2011 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2011A,SANT VICENÇ DELS HORTS (ÀLABA),41.4008,1.9996,65.0,Spain,SANT VICENÇ DELS HORTS,urban-periphery,industrial,UTC,01/03/2012 00:00:00,,CCAA Cataluña,NET_ES209A
ES2012A,PALLEJÀ (ROCA DE VILANA),41.4153,1.9905,82.0,Spain,PALLEJÀ,urban-periphery,industrial,UTC,01/03/2012 00:00:00,,CCAA Cataluña,NET_ES209A
ES2014A,LAZA,42.0616,-7.4089,760.0,Spain,LAZA,rural,background,UTC,31/12/2010 00:00:00,,CCAA Galicia,NET_ES212A
ES2015A,PONTEAREAS,42.1814,-8.5239,42.0,Spain,PONTEAREAS,urban-periphery,background,UTC,01/01/2016 00:00:00,,CCAA Galicia,NET_ES212A
ES2017A,ALCANAR (LLAR DE JUBILATS),40.5528,0.53,7.0,Spain,ALCANAR,rural,industrial,UTC,01/03/2012 00:00:00,,CCAA Cataluña,NET_ES209A
ES2018A,ALGAR DE PALÀNCIA,39.78222,-0.35917,200.0,Spain,ALGAR DE PALANCIA,rural,background,UTC,12/03/2012 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2019A,VILAMARXANT,39.56472,-0.62556,510.0,Spain,VILAMARXANT,urban-periphery,background,UTC,01/01/2012 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2020A,GARCÍA ESCÁMEZ-STA CRUZ DE TF,28.45666,-16.27184,119.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,industrial,UTC,25/09/2011 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2021A,PARQUE LA GRANJA-STA CRUZ DE TF,28.46301,-16.26488,78.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,industrial,UTC,25/09/2011 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2022A,DEPÓSITO LA GUANCHA-CANDELARIA ,28.38016,-16.36833,128.0,Spain,CANDELARIA,urban-periphery,industrial,UTC,15/02/2012 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2024A,ECHEDO-VALVERDE,27.83177,-17.92167,375.0,Spain,VALVERDE,urban-periphery,background,UTC,01/01/2013 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2025A,EL CHARCO-PTO DEL ROSARIO,28.50616,-13.84898,15.0,Spain,PUERTO DEL ROSARIO,urban-centre,industrial,UTC,06/03/2012 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2027A,BADALONA (ASSEMBLEA DE CATALUNYA),41.4513,2.2482,6.0,Spain,BADALONA,urban-centre,background,UTC,01/01/2012 00:00:00,,CCAA Cataluña,NET_ES209A
ES2028A,GETAFE,40.31452,-3.71687,622.0,Spain,GETAFE,urban-centre,traffic,UTC,15/02/2013 00:00:00,,CCAA Madrid,NET_ES213A
ES2029A,ÁVILA 2,40.66472,-4.70083,1150.0,Spain,ÁVILA,urban-periphery,background,UTC,27/03/2012 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2030A,MARBELLA ARCO,36.511,-4.863,39.0,Spain,MARBELLA,urban-centre,traffic,UTC,30/10/2012 00:00:00,,CCAA Andalucía,NET_ES201A
ES2031A,AVENIDA JUAN XXIII,36.7073,-4.446,380.0,Spain,MÁLAGA,urban-centre,traffic,UTC,12/12/2018 00:00:00,,CCAA Andalucía,NET_ES201A
ES2032A,TUDELA VEGUÍN,42.80167,-5.64889,1.0,Spain,ROBLA (LA),rural,industrial,UTC,01/01/2012 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2034A,JUNEDA (PLA DEL MOLÍ),41.5441,0.8299,255.0,Spain,JUNEDA,rural,background,UTC,01/09/2023 00:00:00,,CCAA Cataluña,NET_ES209A
ES2036A,VINARÒS PLANTA,40.54611,0.425,105.0,Spain,VINARÒS,rural,industrial,UTC,01/01/2013 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2037A,VINARÒS PLATAFORMA,40.38333,0.70917,22.0,Spain,VINARÒS,rural,industrial,UTC,01/01/2013 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2038A,TIO PINO-STA CRUZ DE TENERIFE,28.45931,-16.27021,104.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,industrial,UTC,27/02/2013 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2041A,MONZÓN CENTRO,41.91614,0.1911,308.0,Spain,MONZÓN,urban-centre,background,UTC,03/10/2013 00:00:00,,CCAA Aragón,NET_ES202A
ES2042A,VALLADOLID SUR,41.6142,-4.7722,690.0,Spain,VALLADOLID,urban-centre,traffic,UTC,01/01/2013 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2044A,RESIDENCIA ESCOLAR-SS GOMERA,28.09905,-17.12051,20.0,Spain,SAN SEBASTIÁN DE LA GOMERA,urban-centre,background,UTC,07/11/2013 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2047A,AVDA. AL-NASIR,37.8926,-4.7801,120.0,Spain,CÓRDOBA,urban-centre,traffic,UTC,17/07/2013 00:00:00,,CCAA Andalucía,NET_ES201A
ES2048A,SAN PEDRO (AIR LIQUIDE),43.3774,-8.4369,130.0,Spain,CORUÑA (A),urban-periphery,industrial,UTC,26/12/2013 00:00:00,,CCAA Galicia,NET_ES212A
ES2049A,BUSCÁS,43.116,-8.3513,408.0,Spain,ORDES,rural,industrial,UTC,02/10/2003 00:00:00,,CCAA Galicia,NET_ES212A
ES2051A,LUGONES INSTITUTO,43.4015,-5.8028,170.0,Spain,SIERO,urban-periphery,industrial,UTC,01/01/2014 00:00:00,,CCAA Asturias,NET_ES203A
ES2052A,VALENCIA-ALBUFERA,39.31556,-0.31861,1.0,Spain,VALENCIA,rural,background,UTC,01/01/2014 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2053A,LAS GALANAS -SS GOMERA,28.09012,-17.1181,49.0,Spain,SAN SEBASTIÁN DE LA GOMERA,urban-centre,industrial,UTC,19/03/2014 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2054A,SALINAS,43.5705,-5.9583,8.0,Spain,AVILÉS,urban-periphery,background,UTC,01/11/2014 00:00:00,,CCAA Asturias,NET_ES203A
ES2055A,TORRENT-EL VEDAT,39.42528,-0.4825,100.0,Spain,TORRENT,urban-periphery,background,UTC,18/07/2014 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2058A,CASTREJANA,43.25811,-2.97344,175.0,Spain,BARAKALDO,urban-periphery,industrial,UTC,14/08/2012 00:00:00,,CCAA País Vasco,NET_ES216A
ES2061A,CAMPOLONGO,42.42593,-8.644,15.0,Spain,PONTEVEDRA,urban-centre,traffic,UTC,01/01/2015 00:00:00,,CCAA Galicia,NET_ES212A
ES2063A,LOPE DE VEGA,42.2224,-8.7111,30.0,Spain,VIGO,urban-centre,traffic,UTC,01/01/2015 00:00:00,,CCAA Galicia,NET_ES212A
ES2064A,AVENIDA SORIA,41.65917,-0.9068,208.0,Spain,ZARAGOZA,urban-periphery,traffic,UTC,01/05/2015 00:00:00,,Ayto Zaragoza,NET_ES021A
ES2065A,MENUT,39.83025,2.90072,584.0,Spain,ESCORCA,rural,background,UTC,01/08/2024 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES2066A,LA GRANATILLA,36.9581,-2.1592,200.0,Spain,NÍJAR,urban-periphery,industrial,UTC,13/07/2015 00:00:00,,CCAA Andalucía,NET_ES201A
ES2068A,LEITZA,43.082,-1.913,473.0,Spain,LEITZA,urban-periphery,background,UTC,01/12/2015 00:00:00,,CCAA Navarra,NET_ES215A
ES2069A,SANTA BÁRBARA,43.5229,-5.6895,40.0,Spain,GIJÓN,urban-periphery,background,UTC,01/01/2016 00:00:00,,CCAA Asturias,NET_ES203A
ES2070A,MONAGREGAGRAV,40.94667,-0.29083,570.0,Spain,CALANDA,rural,background,UTC,01/01/2015 00:00:00,,CCAA Aragón,NET_ES202A
ES2071A,TARRAGONA (SALUT),41.1201,1.2545,53.0,Spain,TARRAGONA,urban-centre,background,UTC,01/01/2016 00:00:00,,CCAA Cataluña,NET_ES209A
ES2074A,PALMETUM,28.47544,-16.25853,2.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,industrial,UTC,30/04/2015 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2075A,TRUBIA PISCINAS,43.3457,-5.9697,89.0,Spain,OVIEDO,urban-periphery,industrial,UTC,17/06/2016 00:00:00,,CCAA Asturias,NET_ES203A
ES2076A,SAN DIEGO,43.35444,-8.38944,1.0,Spain,CORUÑA (A),urban-centre,background,UTC,01/01/2017 00:00:00,,CCAA Galicia,NET_ES212A
ES2077A,CASTRILLÓN,43.34833,-8.39722,1.0,Spain,CORUÑA (A),urban-centre,background,UTC,01/01/2017 00:00:00,,CCAA Galicia,NET_ES212A
ES2078A,SANTA MARGARITA,43.36306,-8.41083,1.0,Spain,CORUÑA (A),urban-centre,background,UTC,01/01/2017 00:00:00,,CCAA Galicia,NET_ES212A
ES2080A,LAS CALETAS-TEGUISE,28.98287,-13.51403,10.0,Spain,TEGUISE,urban-periphery,traffic,UTC,01/05/2016 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2082A,OLITE,42.49,-1.656,389.0,Spain,OLITE,urban-periphery,background,UTC,01/10/2011 00:00:00,,CCAA Navarra,NET_ES215A
ES2083A,SOMIEDO,43.0696,-6.1926,1253.0,Spain,SOMIEDO,rural,background,UTC,13/03/2018 00:00:00,,CCAA Asturias,NET_ES203A
ES2084A,LALÍN,42.6563,-8.1071,600.0,Spain,LALÍN,urban-periphery,background,UTC,01/01/2018 00:00:00,,CCAA Galicia,NET_ES212A
ES2085A,XINZO DE LIMIA,42.0607,-7.7299,620.0,Spain,XINZO DE LIMIA,urban-periphery,traffic,UTC,01/01/2018 00:00:00,,CCAA Galicia,NET_ES212A
ES2086A,SABÓN-EMBALSE,43.3223,-8.4997,15.0,Spain,ARTEIXO,urban-periphery,industrial,UTC,01/01/2018 00:00:00,,CCAA Galicia,NET_ES212A
ES2087A,VIC (MASFERRER),41.9293,2.2573,495.0,Spain,VIC,urban-centre,background,UTC,17/01/2018 00:00:00,,CCAA Cataluña,NET_ES209A
ES2089A,ACTUR,41.6752,-0.8869,200.0,Spain,ZARAGOZA,urban-centre,background,UTC,15/03/2018 00:00:00,,Ayto Zaragoza,NET_ES021A
ES2090A,BARCELONA (OBSERVATORI FABRA),41.4189,2.1237,411.0,Spain,BARCELONA,urban-periphery,background,UTC,01/09/2023 00:00:00,,CCAA Cataluña,NET_ES209A
ES2091A,ALCANAR (EB04 - MONTECARLO),40.5799,0.5535,6.0,Spain,ALCANAR,rural,industrial,UTC,26/03/2018 00:00:00,,CCAA Cataluña,NET_ES209A
ES2092A,PORT DE MAO,39.89259,4.25703,42.0,Spain,MAHÓN,urban-periphery,industrial,UTC,21/01/2019 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES2093A,PUERTO DE COTOS,40.8251,-3.9612,1200.0,Spain,RASCAFRÍA,rural,background,UTC,01/01/2019 00:00:00,,CCAA Madrid,NET_ES213A
ES2094A,TUDELA - CENTRO,42.06,-1.601,262.0,Spain,TUDELA,urban-centre,background,UTC,01/01/2019 00:00:00,,CCAA Navarra,NET_ES215A
ES2095A,VALÈNCIA-CENTRE,39.44833,-0.37647,2.0,Spain,VALENCIA,urban-centre,traffic,UTC,01/01/2019 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2096A,ISCAR,41.36134,-4.5321,763.0,Spain,ÍSCAR,urban-centre,traffic,UTC,01/01/2017 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2097A,SAN NICOLÁS,28.1033,-15.4228,115.0,Spain,PALMAS DE GRAN CANARIA (LAS),urban-centre,background,UTC,01/01/2019 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2098A,CANTALEJO,41.2559,-3.9221,964.0,Spain,CANTALEJO,urban-centre,traffic,UTC,01/06/2018 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2099A,BREDA (CENTRE DE DIA),41.75,2.56,162.0,Spain,BREDA,urban-periphery,background,UTC,15/03/2019 00:00:00,,CCAA Cataluña,NET_ES209A
ES2100A,PUERTO ESPAÑA,35.893,-5.3147,1.0,Spain,CEUTA,urban-centre,background,UTC,01/01/2020 00:00:00,,CA Ceuta,NET_ES218A
ES2101A,EASO,43.31217,-1.98083,6.0,Spain,DONOSTIA-SAN SEBASTIÁN,urban-centre,traffic,UTC,18/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2102A,TEIXEIRO,43.1407,-8.0331,498.0,Spain,CURTIS,urban-periphery,industrial,UTC,01/02/2020 00:00:00,,CCAA Galicia,NET_ES212A
ES2103A,ZUMARRAGA,43.12518,-2.31811,357.0,Spain,ZUMARRAGA,urban-centre,background,UTC,01/01/2020 00:00:00,,CCAA País Vasco,NET_ES216A
ES2104A,URKIOLA,43.10049,-2.65088,752.0,Spain,MAÑARIA,rural,background,UTC,01/01/2020 00:00:00,,CCAA País Vasco,NET_ES216A
ES2105A,COCA,41.21472,-4.52028,785.0,Spain,COCA,urban-centre,traffic,UTC,17/12/2019 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2106A,VALDERAS,42.0797,-5.4489,738.0,Spain,VALDERAS,urban-periphery,background,UTC,01/05/2020 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2107A,MÁLAGA-ESTE,36.7261,-4.35573,39.0,Spain,MÁLAGA,urban-periphery,background,UTC,01/01/2020 00:00:00,,CCAA Andalucía,NET_ES201A
ES2108A,PAMPLONA - MILAGROSA,42.807,-1.644,444.0,Spain,PAMPLONA/IRUÑA,urban-centre,traffic,UTC,18/09/2020 00:00:00,,CCAA Navarra,NET_ES215A
ES2109A,VILA-SECA (IES VILA-SECA),41.1024,1.1496,33.0,Spain,VILA-SECA,urban-periphery,background,UTC,25/09/2020 00:00:00,,CCAA Cataluña,NET_ES209A
ES2110A,BURGUILLOS DEL CERRO,38.37031,-6.58865,395.0,Spain,BURGUILLOS DEL CERRO,urban-periphery,background,UTC,01/01/2021 00:00:00,,CCAA Extremadura,NET_ES211A
ES2111A,JEREZ DE LOS CABALLEROS,38.32656,-6.75742,395.0,Spain,JEREZ DE LOS CABALLEROS,urban-periphery,background,UTC,01/01/2021 00:00:00,,CCAA Extremadura,NET_ES211A
ES2112A,MEDINA DE LAS TORRES,38.33897,-6.41548,524.0,Spain,MEDINA DE LAS TORRES,urban-periphery,background,UTC,01/01/2021 00:00:00,,CCAA Extremadura,NET_ES211A
ES2113A,ITC,27.8155,-15.4276,15.0,Spain,SANTA LUCÍA DE TIRAJANA,urban-centre,industrial,UTC,01/01/2021 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2115A,AGENCIA TRIBUTARIA-PORTATIL 2,28.4631,-16.2484,4.0,Spain,SANTA CRUZ DE TENERIFE,urban-centre,traffic,UTC,01/01/2021 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2117A,CENTRO DE VISITANTES,28.0892,-17.1126,1.0,Spain,SAN SEBASTIÁN DE LA GOMERA,urban-centre,industrial,UTC,01/01/2021 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2118A,USURBIL,43.27379,-2.05051,35.0,Spain,USURBIL,urban-centre,industrial,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2119A,LASARTE-ORIA,43.26874,-2.01913,36.0,Spain,LASARTE-ORIA,urban-centre,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2120A,ZUBIETA,43.27209,-2.03131,25.0,Spain,DONOSTIA-SAN SEBASTIÁN,urban-periphery,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2121A,ANDOAIN,43.2213,-2.02328,65.0,Spain,ANDOAIN,urban-centre,traffic,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2122A,JAIZKIBEL,43.34289,-1.85943,543.0,Spain,HONDARRIBIA,rural,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2123A,SAN JULIAN,43.33275,-3.11298,10.0,Spain,MUSKIZ,urban-centre,industrial,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2124A,LAS CARRERAS,43.31962,-3.0974,91.0,Spain,ABANTO Y CIÉRVANA/ABANTO ZIERBENA,urban-centre,industrial,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2125A,ZELAIETA,43.21901,-2.73453,74.0,Spain,AMOREBIETA-ETXANO,urban-centre,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2126A,ARRAIZ,43.24558,-2.96048,345.0,Spain,BILBAO,urban-periphery,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2127A,SANTURCE,43.33306,-3.04256,31.0,Spain,SANTURTZI,urban-centre,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2128A,SESTAO,43.30776,-2.99596,62.0,Spain,SESTAO,urban-centre,traffic,UTC,01/01/2022 00:00:00,,CCAA País Vasco,NET_ES216A
ES2129A,ALGORTA,43.3621,-3.0228,35.0,Spain,GETXO,urban-centre,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2130A,ZIERBANA,43.35307,-3.08099,2.0,Spain,ZIERBENA,urban-centre,background,UTC,01/01/2021 00:00:00,,CCAA País Vasco,NET_ES216A
ES2131A,EST-OU,42.7172,-7.4456,596.0,Spain,SARRIA,urban-periphery,industrial,UTC,12/02/2021 00:00:00,,CCAA Galicia,NET_ES212A
ES2132A,EL LAUREDAL,43.5427,-5.7093,12.0,Spain,GIJÓN,urban-periphery,industrial,UTC,01/01/2022 00:00:00,,CCAA Asturias,NET_ES203A
ES2133A,AZUQUECA - IES,40.5684,-3.2702,634.0,Spain,AZUQUECA DE HENARES,urban-periphery,background,UTC,11/11/2021 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2134A,RAMPAS MECÁNICAS,38.69,-4.1134,730.0,Spain,PUERTOLLANO,urban-centre,traffic,UTC,23/11/2021 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2135A,ALMACÉN MUNICIPAL,38.6791,-4.1078,681.0,Spain,PUERTOLLANO,urban-periphery,industrial,UTC,22/11/2021 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2136A,TALAVERA DE LA REINA - PÍO XII,39.9638,-4.8257,380.0,Spain,TALAVERA DE LA REINA,urban-centre,traffic,UTC,11/11/2021 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2137A,LOS YÉBENES,39.5769,-3.8652,780.0,Spain,YÉBENES (LOS),urban-periphery,background,UTC,17/11/2021 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2138A,ALBACETE - PARQUE TECNOLOGICO,38.9808,-1.8452,691.0,Spain,ALBACETE,urban-periphery,background,UTC,17/11/2021 00:00:00,,CCAA Cast. la Mancha,NET_ES207A
ES2139A,BARCELONA (LA SAGRERA),41.427,2.186,37.0,Spain,BARCELONA,urban-centre,traffic,UTC,01/01/2022 00:00:00,,CCAA Cataluña,NET_ES209A
ES2140A,PARQUE DA CEGA,43.34305,-8.44914,100.0,Spain,ARTEIXO,urban-periphery,industrial,UTC,01/01/2022 00:00:00,,CCAA Galicia,NET_ES212A
ES2141A,PONFERRADA 6,42.5507,-6.6036,544.0,Spain,PONFERRADA,urban-centre,traffic,UTC,01/01/2022 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2142A,CUBILLOS DEL SIL-FESE,42.61797,-6.56827,577.0,Spain,CUBILLOS DEL SIL,rural,industrial,UTC,01/01/2021 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2143A,ESCOLA DE MÚSICA,43.6591,-7.3632,173.0,Spain,BURELA,urban-centre,background,UTC,01/01/2022 00:00:00,,CCAA Galicia,NET_ES212A
ES2144A,VILLENA PARQUE FERIA,38.63943,-0.87241,500.0,Spain,VILLENA,urban-centre,background,UTC,01/01/2022 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2145A,CUETO,42.6321,-6.6497,673.0,Spain,SANCEDO,rural,background,UTC,01/07/2021 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2146A,CASTELLO CEIP LA MARINA,39.9694,0.0089,0.0,Spain,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,urban-periphery,industrial,UTC,01/01/2022 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2148A,UNIDAD MOVIL EL PASO,28.65278,-17.88056,24.0,Spain,PASO (EL),urban-centre,background,UTC,01/09/2021 00:00:00,,CCAA Islas Canarias,NET_ES205A
ES2151A,SALAS DE LOS INFANTES,42.02331,-3.28726,964.0,Spain,SALAS DE LOS INFANTES,urban-periphery,traffic,UTC,01/03/2021 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2152A,LEÓN-IES JUAN DEL ENCINA,42.599,-5.5708,837.0,Spain,LEÓN,urban-centre,traffic,UTC,01/03/2021 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2153A,UM1 SABIÑANIGO,42.52739,-0.36627,846.0,Spain,SABIÑÁNIGO,urban-periphery,industrial,UTC,01/06/2021 00:00:00,,CCAA Aragón,NET_ES202A
ES2154A,SSOO,35.27306,-2.94083,10.0,Spain,MELILLA,urban-centre,traffic,UTC,01/07/2022 00:00:00,,CA Melilla,NET_ES219A
ES2155A,ETAP,35.3097,-2.9569,110.0,Spain,MELILLA,urban-periphery,background,UTC,01/07/2022 00:00:00,,CA Melilla,NET_ES219A
ES2156A,SON LLATZER,39.5727,2.7031,16.0,Spain,PALMA DE MALLORCA,urban-periphery,industrial,UTC,18/12/2023 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES2157A,SA BLANCA DONA,38.92324,1.42589,18.0,Spain,EIVISSA,urban-periphery,industrial,UTC,01/01/2023 00:00:00,,CCAA Islas Baleares,NET_ES204A
ES2158A,LAS ROZAS,40.5014,-3.8862,718.0,Spain,ROZAS DE MADRID (LAS),urban-periphery,traffic,UTC,01/02/2023 00:00:00,,CCAA Madrid,NET_ES213A
ES2159A,POZUELO DE ALARCÓN,40.4491,-3.8037,690.0,Spain,POZUELO DE ALARCÓN,urban-periphery,traffic,UTC,01/02/2023 00:00:00,,CCAA Madrid,NET_ES213A
ES2160A,PARLA,40.23356,-3.7694,648.0,Spain,PARLA,urban-periphery,traffic,UTC,01/02/2023 00:00:00,,CCAA Madrid,NET_ES213A
ES2161A,SAN SEBASTIAN DE LOS REYES,40.56067,-3.62562,672.0,Spain,SAN SEBASTIÁN DE LOS REYES,urban-periphery,background,UTC,01/02/2023 00:00:00,,CCAA Madrid,NET_ES213A
ES2162A,CALATAYUD,41.35457,-1.65257,600.0,Spain,CALATAYUD,rural,background,UTC,01/07/2023 00:00:00,,CCAA Aragón,NET_ES202A
ES2163A,VALÈNCIA OLIVERETA,39.46922,-0.40605,24.0,Spain,VALENCIA,urban-centre,traffic,UTC,02/05/2022 00:00:00,,CCAA Com. Valenciana,NET_ES210A
ES2164A,TORAL DEL LOS VADOS-B(A)P,42.54529,-6.77554,431.0,Spain,VILLADECANES,urban-periphery,industrial,UTC,01/01/2023 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2165A,SALAMANCA-B(A)P,40.9615,-5.6518,802.0,Spain,SALAMANCA,urban-centre,traffic,UTC,01/01/2023 00:00:00,,CCAA Castilla y León,NET_ES208A
ES2166A,PENEDO,43.45921,-8.24423,2.0,Spain,MUGARDOS,urban-periphery,industrial,UTC,01/01/2023 00:00:00,,CCAA Galicia,NET_ES212A
ES2168A,PAMPLONA - UPNA,42.792,-1.63,435.0,Spain,PAMPLONA/IRUÑA,urban-periphery,background,UTC,13/11/2024 00:00:00,,CCAA Navarra,NET_ES215A
ES2169A,OLMEDO,41.28389,-4.68465,740.0,Spain,OLMEDO,urban-periphery,traffic,UTC,01/03/2022 00:00:00,,CCAA Castilla y León,NET_ES208A
